Country,Code,Year,Internet_Users_Percent,Region,IncomeGroup
Bahrain,BHR,2009,53.0,Middle East & North Africa,High income
"Bahamas, The",BHS,2009,33.88,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2009,37.74,Europe & Central Asia,Upper middle income
Belarus,BLR,2009,27.43,Europe & Central Asia,Upper middle income
Belize,BLZ,2009,27.20000076,Latin America & Caribbean,Upper middle income
Bermuda,BMU,2009,83.25,North America,High income
Bolivia,BOL,2009,16.79999924,Latin America & Caribbean,Lower middle income
Brazil,BRA,2009,39.22,Latin America & Caribbean,Upper middle income
Barbados,BRB,2009,64.69999695,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2009,49.0,East Asia & Pacific,High income
Bhutan,BTN,2009,7.17,South Asia,Lower middle income
Botswana,BWA,2009,6.150000095,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2009,1.799999952,Sub-Saharan Africa,Low income
Canada,CAN,2009,80.3,North America,High income
Switzerland,CHE,2009,81.3,Europe & Central Asia,High income
Chile,CHL,2009,41.56,Latin America & Caribbean,High income
China,CHN,2009,28.9,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2009,2.0,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2009,3.84,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2009,0.560000002,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2009,4.5,Sub-Saharan Africa,Lower middle income
Colombia,COL,2009,30.0,Latin America & Caribbean,Upper middle income
Comoros,COM,2009,3.5,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2009,21.0,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,2009,34.33,Latin America & Caribbean,High income
Cuba,CUB,2009,14.33,Latin America & Caribbean,Upper middle income
Cayman Islands,CYM,2009,64.5,Latin America & Caribbean,High income
Cyprus,CYP,2009,49.81,Europe & Central Asia,High income
Czechia,CZE,2009,64.43,Europe & Central Asia,High income
Germany,DEU,2009,79.0,Europe & Central Asia,High income
Djibouti,DJI,2009,4.0,Middle East & North Africa,Lower middle income
Dominica,DMA,2009,42.02000046,Latin America & Caribbean,Upper middle income
Denmark,DNK,2009,86.84,Europe & Central Asia,High income
Dominican Republic,DOM,2009,27.72,Latin America & Caribbean,Upper middle income
Algeria,DZA,2009,11.23,Middle East & North Africa,Upper middle income
Ecuador,ECU,2009,24.6,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2009,20.0,Middle East & North Africa,Lower middle income
Eritrea,ERI,2009,0.540000021,Sub-Saharan Africa,Low income
Spain,ESP,2009,62.4,Europe & Central Asia,High income
Estonia,EST,2009,72.5,Europe & Central Asia,High income
Ethiopia,ETH,2009,0.540000021,Sub-Saharan Africa,
Finland,FIN,2009,82.49,Europe & Central Asia,High income
Fiji,FJI,2009,17.0,East Asia & Pacific,Upper middle income
France,FRA,2009,71.58,Europe & Central Asia,High income
Faroe Islands,FRO,2009,75.18,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2009,15.35,East Asia & Pacific,Lower middle income
Gabon,GAB,2009,9.5,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2009,83.56,Europe & Central Asia,High income
Georgia,GEO,2009,20.06999969,Europe & Central Asia,Upper middle income
Ghana,GHA,2009,5.44,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2009,65.07,Europe & Central Asia,High income
Guinea,GIN,2009,0.94,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2009,7.630000114,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2009,2.303280592,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2009,2.130000114,Sub-Saharan Africa,Upper middle income
Greece,GRC,2009,42.4,Europe & Central Asia,High income
Grenada,GRD,2009,24.04999924,Latin America & Caribbean,Upper middle income
Greenland,GRL,2009,62.83,Europe & Central Asia,High income
Guatemala,GTM,2009,9.300000191,Latin America & Caribbean,Upper middle income
Guam,GUM,2009,50.64202838,East Asia & Pacific,High income
Guyana,GUY,2009,23.9,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,2009,69.4,East Asia & Pacific,High income
Honduras,HND,2009,9.800000191,Latin America & Caribbean,Lower middle income
Croatia,HRV,2009,50.58,Europe & Central Asia,High income
Haiti,HTI,2009,8.100000381,Latin America & Caribbean,Lower middle income
Hungary,HUN,2009,62.0,Europe & Central Asia,High income
Indonesia,IDN,2009,6.92,East Asia & Pacific,Upper middle income
India,IND,2009,5.12,South Asia,Lower middle income
Ireland,IRL,2009,67.38,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2009,13.80000019,Middle East & North Africa,Upper middle income
Iraq,IRQ,2009,1.06,Middle East & North Africa,Upper middle income
Iceland,ISL,2009,93.0,Europe & Central Asia,High income
Israel,ISR,2009,63.12,Middle East & North Africa,High income
Italy,ITA,2009,48.83,Europe & Central Asia,High income
Jamaica,JAM,2009,24.3,Latin America & Caribbean,Upper middle income
Jordan,JOR,2009,26.0,Middle East & North Africa,Lower middle income
Japan,JPN,2009,78.0,East Asia & Pacific,High income
Kazakhstan,KAZ,2009,18.2,Europe & Central Asia,Upper middle income
Kenya,KEN,2009,6.1,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2009,16.0,Europe & Central Asia,Lower middle income
Cambodia,KHM,2009,0.53,East Asia & Pacific,Lower middle income
Kiribati,KIR,2009,8.97,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2009,55.70000076,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2009,81.6,East Asia & Pacific,High income
Kuwait,KWT,2009,50.79999924,Middle East & North Africa,High income
Lao PDR,LAO,2009,6.0,East Asia & Pacific,Lower middle income
Lebanon,LBN,2009,30.13999939,Middle East & North Africa,Lower middle income
Liberia,LBR,2009,2.0,Sub-Saharan Africa,Low income
Libya,LBY,2009,10.80000019,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2009,31.0,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,2009,75.0,Europe & Central Asia,High income
Sri Lanka,LKA,2009,5.868500233,South Asia,Lower middle income
Lesotho,LSO,2009,3.72,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,2009,59.76,Europe & Central Asia,High income
Luxembourg,LUX,2009,87.31,Europe & Central Asia,High income
Latvia,LVA,2009,66.84,Europe & Central Asia,High income
"Macao SAR, China",MAC,2009,54.0,East Asia & Pacific,High income
Morocco,MAR,2009,41.3,Middle East & North Africa,Lower middle income
Monaco,MCO,2009,70.1,Europe & Central Asia,High income
Moldova,MDA,2009,27.5,Europe & Central Asia,Upper middle income
Madagascar,MDG,2009,1.629999995,Sub-Saharan Africa,Low income
Maldives,MDV,2009,24.8,South Asia,Upper middle income
Mexico,MEX,2009,26.34,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2009,5.599999905,East Asia & Pacific,Upper middle income
North Macedonia,MKD,2009,51.77,Europe & Central Asia,Upper middle income
Mali,MLI,2009,1.799999952,Sub-Saharan Africa,Low income
Malta,MLT,2009,58.86,Middle East & North Africa,High income
Myanmar,MMR,2009,0.219999999,East Asia & Pacific,Lower middle income
Montenegro,MNE,2009,35.09999847,Europe & Central Asia,Upper middle income
Mongolia,MNG,2009,10.0,East Asia & Pacific,Upper middle income
Mozambique,MOZ,2009,2.68,Sub-Saharan Africa,Low income
Mauritania,MRT,2009,2.279999971,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2009,22.51,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2009,1.07,Sub-Saharan Africa,Low income
Malaysia,MYS,2009,55.9,East Asia & Pacific,Upper middle income
Namibia,NAM,2009,6.5,Sub-Saharan Africa,Lower middle income
New Caledonia,NCL,2009,33.99,East Asia & Pacific,High income
Niger,NER,2009,0.76,Sub-Saharan Africa,Low income
Nigeria,NGA,2009,9.300000191,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2009,7.300000191,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2009,89.63,Europe & Central Asia,High income
Norway,NOR,2009,92.08,Europe & Central Asia,High income
Nepal,NPL,2009,1.97,South Asia,Lower middle income
New Zealand,NZL,2009,79.7,East Asia & Pacific,High income
Oman,OMN,2009,26.79999924,Middle East & North Africa,High income
Pakistan,PAK,2009,7.5,Middle East & North Africa,Lower middle income
Panama,PAN,2009,39.08,Latin America & Caribbean,High income
Peru,PER,2009,31.4,Latin America & Caribbean,Upper middle income
Philippines,PHL,2009,9.0,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,2009,1.61,East Asia & Pacific,Lower middle income
Poland,POL,2009,58.97,Europe & Central Asia,High income
Puerto Rico (US),PRI,2009,41.5,Latin America & Caribbean,High income
Portugal,PRT,2009,48.27,Europe & Central Asia,High income
Paraguay,PRY,2009,18.9,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2009,32.23,Middle East & North Africa,Lower middle income
French Polynesia,PYF,2009,44.6,East Asia & Pacific,High income
Qatar,QAT,2009,53.09999847,Middle East & North Africa,High income
Romania,ROU,2009,36.6,Europe & Central Asia,High income
Russian Federation,RUS,2009,42.55,Europe & Central Asia,High income
Rwanda,RWA,2009,7.7,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,2009,38.0,Middle East & North Africa,High income
Senegal,SEN,2009,7.5,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2009,69.0,East Asia & Pacific,High income
Solomon Islands,SLB,2009,4.0,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2009,0.25999999,Sub-Saharan Africa,Low income
El Salvador,SLV,2009,12.11,Latin America & Caribbean,Upper middle income
San Marino,SMR,2009,54.21,Europe & Central Asia,High income
"Somalia, Fed. Rep.",SOM,2009,1.160599947,Sub-Saharan Africa,Low income
Serbia,SRB,2009,38.1,Europe & Central Asia,Upper middle income
Sao Tome and Principe,STP,2009,16.40999985,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2009,31.36,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2009,70.0,Europe & Central Asia,High income
Slovenia,SVN,2009,64.0,Europe & Central Asia,High income
Sweden,SWE,2009,91.0,Europe & Central Asia,High income
Eswatini,SWZ,2009,8.94,Sub-Saharan Africa,Lower middle income
Syrian Arab Republic,SYR,2009,17.3,Middle East & North Africa,Low income
Chad,TCD,2009,1.5,Sub-Saharan Africa,Low income
Togo,TGO,2009,2.599999905,Sub-Saharan Africa,Low income
Thailand,THA,2009,20.1,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2009,10.07,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,2009,1.950000048,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,2009,2.0,East Asia & Pacific,Lower middle income
Tonga,TON,2009,10.0,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,2009,44.3,Latin America & Caribbean,High income
Tunisia,TUN,2009,34.07,Middle East & North Africa,Lower middle income
Turkiye,TUR,2009,36.4,Europe & Central Asia,Upper middle income
Tuvalu,TUV,2009,12.80000019,East Asia & Pacific,Upper middle income
Tanzania,TZA,2009,2.400000095,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2009,4.099999905,Sub-Saharan Africa,Low income
Ukraine,UKR,2009,17.9,Europe & Central Asia,Upper middle income
Uruguay,URY,2009,41.8,Latin America & Caribbean,High income
United States,USA,2009,71.0,North America,High income
Uzbekistan,UZB,2009,11.9,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2009,31.0,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2009,32.7,Latin America & Caribbean,
British Virgin Islands,VGB,2009,36.0,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,2009,27.39650968,Latin America & Caribbean,High income
Viet Nam,VNM,2009,26.55,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2009,7.5,East Asia & Pacific,Lower middle income
Samoa,WSM,2009,6.0,East Asia & Pacific,Upper middle income
"Yemen, Rep.",YEM,2009,9.96,Middle East & North Africa,Low income
South Africa,ZAF,2009,10.0,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2009,2.5,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2009,4.0,Sub-Saharan Africa,Lower middle income
Aruba,ABW,2010,62.0,Latin America & Caribbean,High income
Afghanistan,AFG,2010,4.0,Middle East & North Africa,Low income
Angola,AGO,2010,2.799999952,Sub-Saharan Africa,Lower middle income
Albania,ALB,2010,45.0,Europe & Central Asia,Upper middle income
Andorra,AND,2010,81.0,Europe & Central Asia,High income
United Arab Emirates,ARE,2010,68.0,Middle East & North Africa,High income
Argentina,ARG,2010,45.0,Latin America & Caribbean,Upper middle income
Armenia,ARM,2010,25.0,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,2010,47.0,Latin America & Caribbean,High income
Australia,AUS,2010,76.0,East Asia & Pacific,High income
Austria,AUT,2010,75.17,Europe & Central Asia,High income
Azerbaijan,AZE,2010,46.0,Europe & Central Asia,Upper middle income
Burundi,BDI,2010,1.0,Sub-Saharan Africa,Low income
Belgium,BEL,2010,77.63978551,Europe & Central Asia,High income
Benin,BEN,2010,3.13,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2010,2.400000095,Sub-Saharan Africa,Low income
Bangladesh,BGD,2010,3.700000048,South Asia,Lower middle income
Bulgaria,BGR,2010,46.23,Europe & Central Asia,High income
Bahrain,BHR,2010,55.0,Middle East & North Africa,High income
"Bahamas, The",BHS,2010,43.0,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2010,42.75,Europe & Central Asia,Upper middle income
Belarus,BLR,2010,31.8,Europe & Central Asia,Upper middle income
Belize,BLZ,2010,28.2,Latin America & Caribbean,Upper middle income
Bermuda,BMU,2010,84.21,North America,High income
Bolivia,BOL,2010,22.39999962,Latin America & Caribbean,Lower middle income
Brazil,BRA,2010,40.65,Latin America & Caribbean,Upper middle income
Barbados,BRB,2010,65.09999847,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2010,53.0,East Asia & Pacific,High income
Bhutan,BTN,2010,13.6,South Asia,Lower middle income
Botswana,BWA,2010,6.0,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2010,2.0,Sub-Saharan Africa,Low income
Canada,CAN,2010,80.3,North America,High income
Switzerland,CHE,2010,83.9,Europe & Central Asia,High income
Chile,CHL,2010,45.0,Latin America & Caribbean,High income
China,CHN,2010,34.3,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2010,2.700000048,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2010,4.300000191,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2010,0.72,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2010,5.0,Sub-Saharan Africa,Lower middle income
Colombia,COL,2010,36.5,Latin America & Caribbean,Upper middle income
Comoros,COM,2010,5.099999905,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2010,30.0,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,2010,36.5,Latin America & Caribbean,High income
Cuba,CUB,2010,15.9,Latin America & Caribbean,Upper middle income
Cayman Islands,CYM,2010,66.0,Latin America & Caribbean,High income
Cyprus,CYP,2010,52.99,Europe & Central Asia,High income
Czechia,CZE,2010,68.82,Europe & Central Asia,High income
Germany,DEU,2010,82.0,Europe & Central Asia,High income
Djibouti,DJI,2010,6.5,Middle East & North Africa,Lower middle income
Dominica,DMA,2010,47.45,Latin America & Caribbean,Upper middle income
Denmark,DNK,2010,88.72,Europe & Central Asia,High income
Dominican Republic,DOM,2010,31.39999962,Latin America & Caribbean,Upper middle income
Algeria,DZA,2010,12.5,Middle East & North Africa,Upper middle income
Ecuador,ECU,2010,29.03,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2010,21.6,Middle East & North Africa,Lower middle income
Eritrea,ERI,2010,0.610000014,Sub-Saharan Africa,Low income
Spain,ESP,2010,65.8,Europe & Central Asia,High income
Estonia,EST,2010,74.1,Europe & Central Asia,High income
Ethiopia,ETH,2010,0.75,Sub-Saharan Africa,
Finland,FIN,2010,86.89,Europe & Central Asia,High income
Fiji,FJI,2010,20.0,East Asia & Pacific,Upper middle income
France,FRA,2010,77.28,Europe & Central Asia,High income
Faroe Islands,FRO,2010,75.2,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2010,20.0,East Asia & Pacific,Lower middle income
Gabon,GAB,2010,13.0,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2010,85.0,Europe & Central Asia,High income
Georgia,GEO,2010,26.9,Europe & Central Asia,Upper middle income
Ghana,GHA,2010,7.8,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2010,65.0,Europe & Central Asia,High income
Guinea,GIN,2010,1.0,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2010,9.2,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2010,2.450000048,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2010,6.0,Sub-Saharan Africa,Upper middle income
Greece,GRC,2010,44.4,Europe & Central Asia,High income
Grenada,GRD,2010,27.0,Latin America & Caribbean,Upper middle income
Greenland,GRL,2010,63.0,Europe & Central Asia,High income
Guatemala,GTM,2010,10.5,Latin America & Caribbean,Upper middle income
Guam,GUM,2010,54.04,East Asia & Pacific,High income
Guyana,GUY,2010,29.9,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,2010,72.0,East Asia & Pacific,High income
Honduras,HND,2010,11.09,Latin America & Caribbean,Lower middle income
Croatia,HRV,2010,56.55,Europe & Central Asia,High income
Haiti,HTI,2010,8.369999886,Latin America & Caribbean,Lower middle income
Hungary,HUN,2010,65.0,Europe & Central Asia,High income
Indonesia,IDN,2010,10.92,East Asia & Pacific,Upper middle income
India,IND,2010,7.5,South Asia,Lower middle income
Ireland,IRL,2010,69.85,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2010,15.9,Middle East & North Africa,Upper middle income
Iraq,IRQ,2010,2.5,Middle East & North Africa,Upper middle income
Iceland,ISL,2010,93.39,Europe & Central Asia,High income
Israel,ISR,2010,67.5,Middle East & North Africa,High income
Italy,ITA,2010,53.68,Europe & Central Asia,High income
Jamaica,JAM,2010,27.67,Latin America & Caribbean,Upper middle income
Jordan,JOR,2010,27.2,Middle East & North Africa,Lower middle income
Japan,JPN,2010,78.21,East Asia & Pacific,High income
Kazakhstan,KAZ,2010,31.6,Europe & Central Asia,Upper middle income
Kenya,KEN,2010,7.2,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2010,16.29999924,Europe & Central Asia,Lower middle income
Cambodia,KHM,2010,1.26,East Asia & Pacific,Lower middle income
Kiribati,KIR,2010,9.07,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2010,63.0,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2010,83.7,East Asia & Pacific,High income
Kuwait,KWT,2010,61.40000153,Middle East & North Africa,High income
Lao PDR,LAO,2010,7.0,East Asia & Pacific,Lower middle income
Lebanon,LBN,2010,43.68000031,Middle East & North Africa,Lower middle income
Liberia,LBR,2010,2.3,Sub-Saharan Africa,Low income
Libya,LBY,2010,14.0,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2010,32.5,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,2010,80.0,Europe & Central Asia,High income
Sri Lanka,LKA,2010,6.912399769,South Asia,Lower middle income
Lesotho,LSO,2010,3.859999895,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,2010,62.12,Europe & Central Asia,High income
Luxembourg,LUX,2010,90.62,Europe & Central Asia,High income
Latvia,LVA,2010,68.42,Europe & Central Asia,High income
"Macao SAR, China",MAC,2010,55.198,East Asia & Pacific,High income
Morocco,MAR,2010,52.0,Middle East & North Africa,Lower middle income
Monaco,MCO,2010,75.0,Europe & Central Asia,High income
Moldova,MDA,2010,29.68000031,Europe & Central Asia,Upper middle income
Madagascar,MDG,2010,1.700000048,Sub-Saharan Africa,Low income
Maldives,MDV,2010,26.53,South Asia,Upper middle income
Mexico,MEX,2010,31.05,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2010,7.0,East Asia & Pacific,Upper middle income
North Macedonia,MKD,2010,51.9,Europe & Central Asia,Upper middle income
Mali,MLI,2010,2.0,Sub-Saharan Africa,Low income
Malta,MLT,2010,63.0,Middle East & North Africa,High income
Myanmar,MMR,2010,0.25,East Asia & Pacific,Lower middle income
Montenegro,MNE,2010,37.5,Europe & Central Asia,Upper middle income
Mongolia,MNG,2010,10.2,East Asia & Pacific,Upper middle income
Mozambique,MOZ,2010,4.17,Sub-Saharan Africa,Low income
Mauritania,MRT,2010,4.0,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2010,28.33,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2010,2.26,Sub-Saharan Africa,Low income
Malaysia,MYS,2010,56.3,East Asia & Pacific,Upper middle income
Namibia,NAM,2010,11.6,Sub-Saharan Africa,Lower middle income
New Caledonia,NCL,2010,42.0,East Asia & Pacific,High income
Niger,NER,2010,0.829999983,Sub-Saharan Africa,Low income
Nigeria,NGA,2010,11.5,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2010,10.0,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2010,90.72,Europe & Central Asia,High income
Norway,NOR,2010,93.39,Europe & Central Asia,High income
Nepal,NPL,2010,7.93,South Asia,Lower middle income
New Zealand,NZL,2010,80.45999908,East Asia & Pacific,High income
Oman,OMN,2010,35.8278,Middle East & North Africa,High income
Pakistan,PAK,2010,8.0,Middle East & North Africa,Lower middle income
Panama,PAN,2010,40.1,Latin America & Caribbean,High income
Peru,PER,2010,34.77,Latin America & Caribbean,Upper middle income
Philippines,PHL,2010,25.0,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,2010,1.28,East Asia & Pacific,Lower middle income
Poland,POL,2010,62.32,Europe & Central Asia,High income
Puerto Rico (US),PRI,2010,45.3,Latin America & Caribbean,High income
Portugal,PRT,2010,53.3,Europe & Central Asia,High income
Paraguay,PRY,2010,19.8,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2010,37.40000153,Middle East & North Africa,Lower middle income
French Polynesia,PYF,2010,49.0,East Asia & Pacific,High income
Qatar,QAT,2010,69.0,Middle East & North Africa,High income
Romania,ROU,2010,39.93,Europe & Central Asia,High income
Russian Federation,RUS,2010,49.0,Europe & Central Asia,High income
Rwanda,RWA,2010,8.0,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,2010,41.0,Middle East & North Africa,High income
Senegal,SEN,2010,8.0,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2010,71.0,East Asia & Pacific,High income
Solomon Islands,SLB,2010,5.0,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2010,0.579999983,Sub-Saharan Africa,Low income
El Salvador,SLV,2010,15.9,Latin America & Caribbean,Upper middle income
Serbia,SRB,2010,40.9,Europe & Central Asia,Upper middle income
Sao Tome and Principe,STP,2010,18.75,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2010,31.59,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2010,75.71,Europe & Central Asia,High income
Slovenia,SVN,2010,70.0,Europe & Central Asia,High income
Sweden,SWE,2010,90.0,Europe & Central Asia,High income
Eswatini,SWZ,2010,11.04,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,2010,41.0,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,2010,20.7,Middle East & North Africa,Low income
Chad,TCD,2010,1.700000048,Sub-Saharan Africa,Low income
Togo,TGO,2010,3.0,Sub-Saharan Africa,Low income
Thailand,THA,2010,22.4,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2010,11.55000019,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,2010,3.0,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,2010,3.0,East Asia & Pacific,Lower middle income
Tonga,TON,2010,16.0,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,2010,48.5,Latin America & Caribbean,High income
Tunisia,TUN,2010,36.8,Middle East & North Africa,Lower middle income
Turkiye,TUR,2010,39.82,Europe & Central Asia,Upper middle income
Tuvalu,TUV,2010,14.60000038,East Asia & Pacific,Upper middle income
Tanzania,TZA,2010,2.900000095,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2010,4.300000191,Sub-Saharan Africa,Low income
Ukraine,UKR,2010,23.3,Europe & Central Asia,Upper middle income
Uruguay,URY,2010,46.4,Latin America & Caribbean,High income
United States,USA,2010,71.69,North America,High income
Uzbekistan,UZB,2010,15.89999962,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2010,33.70000076,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2010,37.37,Latin America & Caribbean,
British Virgin Islands,VGB,2010,37.0,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,2010,31.22,Latin America & Caribbean,High income
Viet Nam,VNM,2010,30.65,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2010,8.0,East Asia & Pacific,Lower middle income
Samoa,WSM,2010,7.0,East Asia & Pacific,Upper middle income
"Yemen, Rep.",YEM,2010,12.35,Middle East & North Africa,Low income
South Africa,ZAF,2010,24.0,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2010,3.0,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2010,6.400000095,Sub-Saharan Africa,Lower middle income
Aruba,ABW,2011,69.0,Latin America & Caribbean,High income
Afghanistan,AFG,2011,5.0,Middle East & North Africa,Low income
Angola,AGO,2011,4.699999809,Sub-Saharan Africa,Lower middle income
Albania,ALB,2011,47.0,Europe & Central Asia,Upper middle income
Andorra,AND,2011,81.0,Europe & Central Asia,High income
United Arab Emirates,ARE,2011,78.0,Middle East & North Africa,High income
Argentina,ARG,2011,51.0,Latin America & Caribbean,Upper middle income
Armenia,ARM,2011,32.0,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,2011,52.0,Latin America & Caribbean,High income
Australia,AUS,2011,79.48769771,East Asia & Pacific,High income
Austria,AUT,2011,78.7399931,Europe & Central Asia,High income
Azerbaijan,AZE,2011,50.0,Europe & Central Asia,Upper middle income
Burundi,BDI,2011,1.110000014,Sub-Saharan Africa,Low income
Belgium,BEL,2011,81.609996,Europe & Central Asia,High income
Benin,BEN,2011,4.148323066,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2011,3.0,Sub-Saharan Africa,Low income
Bangladesh,BGD,2011,4.5,South Asia,Lower middle income
Bulgaria,BGR,2011,47.97999305,Europe & Central Asia,High income
Bahrain,BHR,2011,76.9999665,Middle East & North Africa,High income
"Bahamas, The",BHS,2011,65.0,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2011,43.88769913,Europe & Central Asia,Upper middle income
Belarus,BLR,2011,39.64889566,Europe & Central Asia,Upper middle income
Belize,BLZ,2011,30.70000076,Latin America & Caribbean,Upper middle income
Bermuda,BMU,2011,88.336,North America,High income
Bolivia,BOL,2011,30.0,Latin America & Caribbean,Lower middle income
Brazil,BRA,2011,45.69,Latin America & Caribbean,Upper middle income
Barbados,BRB,2011,66.5,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2011,56.0,East Asia & Pacific,High income
Bhutan,BTN,2011,14.39999962,South Asia,Lower middle income
Botswana,BWA,2011,9.0,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2011,2.200000048,Sub-Saharan Africa,Low income
Canada,CAN,2011,83.0,North America,High income
Switzerland,CHE,2011,85.19302818,Europe & Central Asia,High income
Chile,CHL,2011,52.24960729,Latin America & Caribbean,High income
